i,k,sum(v)
456,133,1202080
225,133,1241939
342,134,1233919
37,134,1297200
295,135,1228869
283,135,1213709
201,135,1217113
345,136,1251190
322,136,1305789
92,136,1244377
482,137,1220433
129,137,1245846
266,139,1276411
348,140,1254391
301,140,1249847
13,140,1200281
460,141,1274674
58,141,1314093
345,143,1153341
183,143,1142164
157,143,1166052
429,144,1284691
266,144,1326499
56,144,1335313
38,144,1283622
8,144,1189445
285,145,1197955
462,147,1161710
271,147,1212393
55,147,1235306
37,147,1223244
373,148,1199172
397,149,1208622
264,149,1173969
92,149,1269303
397,150,1169161
189,150,1226180
21,150,1166127
139,151,1251162
137,151,1229573
129,151,1275328
476,152,1331238
431,152,1285075
395,153,1224002
476,154,1291776
468,154,1274527
463,154,1238341
401,154,1240716
365,154,1276563
190,154,1273715
20,154,1206604
67,155,1232168
16,155,1241109
468,156,1261714
466,156,1225731
410,156,1235900
361,156,1209323
297,156,1219256
140,156,1232215
455,157,1200681
158,157,1226561
180,158,1205924
462,159,1119785
400,159,1174322
255,159,1129271
9,159,1111135
18,160,1207212
252,161,1194581
128,161,1216060
47,161,1238053
171,162,1232537
406,163,1198632
341,163,1289341
287,163,1204518
174,163,1208419
30,164,1274337
348,165,1265919
127,165,1346686
98,165,1210255
284,166,1249128
213,166,1237686
346,167,1243503
227,167,1190514
194,168,1198723
153,168,1163647
297,171,1236838
114,171,1242169
102,171,1202839
64,171,1163185
23,171,1174466
490,172,1112151
448,172,1204989
8,172,1137297
475,173,1185096
246,174,1284489
469,175,1249529
150,176,1206005
108,176,1254268
471,177,1286670
463,177,1324508
431,177,1323543
413,177,1268304
142,177,1293908
253,178,1195287
426,179,1213247
186,179,1194257
144,179,1240250
44,179,1279951
287,180,1154322
477,181,1202446
154,181,1203947
364,182,1141913
314,182,1188640
213,182,1223612
394,183,1216499
336,183,1215679
242,183,1239480
280,184,1189378
269,184,1225173
263,185,1279108
247,185,1240245
101,185,1250484
22,185,1257622
390,186,1215397
252,186,1161586
196,186,1238368
29,186,1208350
255,188,1216246
250,189,1246515
344,190,1275536
285,190,1246692
219,190,1260281
397,191,1226331
251,191,1260555
186,192,1161427
167,192,1189940
487,193,1221406
357,193,1221868
295,193,1242544
270,193,1238325
182,193,1172296
170,193,1202009
482,194,1207063
292,194,1253664
179,194,1185354
112,194,1200384
414,195,1176399
385,195,1234315
357,195,1193328
212,195,1211953
142,195,1237795
278,196,1194610
176,196,1218217
427,198,1314538
393,198,1282902
350,198,1403332
255,199,1174019
231,199,1259164
81,199,1193874
76,199,1273553
454,200,1299266
280,200,1247950
181,200,1237326
57,200,1304283
217,201,1185277
461,202,1183714
422,202,1244202
378,202,1182461
405,203,1207633
291,203,1218199
105,203,1223048
445,204,1261121
314,204,1204847
426,205,1219849
236,205,1175715
224,205,1199170
477,206,1217991
451,206,1215646
449,206,1296777
432,206,1289290
426,206,1172693
343,206,1254957
449,207,1173265
193,207,1132212
50,207,1232444
292,208,1298350
487,209,1237846
424,209,1257431
377,209,1191304
250,209,1234767
234,209,1246539
230,209,1267013
218,209,1245989
360,210,1184224
267,210,1249616
315,211,1167979
188,211,1198963
458,212,1279621
423,212,1192284
321,213,1157018
132,213,1201465
115,213,1232419
306,214,1201513
135,214,1157877
326,215,1209847
264,215,1222797
277,216,1256114
114,216,1221323
74,216,1255765
46,216,1257960
362,217,1156086
168,217,1217230
39,217,1220732
386,218,1182544
261,218,1151986
212,218,1289596
208,218,1197195
144,218,1212764
445,219,1226020
332,219,1280362
318,219,1251230
42,219,1207547
283,220,1142885
194,221,1219247
381,222,1177026
115,222,1199519
310,223,1258097
267,223,1279788
496,225,1188786
135,225,1128372
79,225,1227102
462,226,1159382
380,226,1221374
215,226,1198064
147,226,1217688
438,227,1173267
114,227,1173320
19,227,1187070
409,228,1170099
80,228,1236573
411,229,1302124
145,229,1238368
429,230,1204050
334,230,1223198
44,230,1225614
6,230,1240562
435,231,1250130
165,231,1191305
120,231,1115911
364,232,1050527
414,233,1193060
355,233,1279853
227,233,1213929
164,233,1296848
110,234,1180652
413,235,1170611
367,235,1148014
343,235,1222644
301,235,1182360
255,235,1113469
437,236,1286358
386,236,1176455
196,236,1329962
32,236,1307632
176,237,1161899
126,237,1144202
332,238,1322386
216,238,1232461
173,238,1220411
85,239,1229105
362,240,1209585
182,240,1199281
151,240,1247408
95,240,1300412
90,240,1182146
347,242,1186085
322,242,1266388
392,243,1171681
286,244,1166129
215,244,1201267
354,245,1310404
91,245,1231631
88,245,1183986
230,246,1184848
110,246,1126496
67,246,1148033
456,247,1202645
388,247,1268876
202,247,1260070
100,248,1264951
472,249,1203948
58,249,1270851
186,250,1215535
97,250,1226337
6,250,1301307
328,251,1286904
253,251,1283621
148,251,1324026
443,252,1192539
396,252,1200362
12,252,1311772
197,253,1307155
182,253,1206326
170,253,1190470
482,254,1211093
276,254,1252250
243,254,1235754
226,254,1237519
216,254,1165686
162,254,1203399
450,256,1281149
386,256,1147449
231,256,1241426
32,256,1306544
190,259,1230485
464,260,1338547
395,260,1222552
321,260,1181114
290,261,1235098
211,261,1220241
201,261,1224110
94,261,1231242
293,262,1235675
264,262,1186711
408,263,1189305
249,263,1203942
184,263,1219845
162,263,1177311
361,264,1291802
116,264,1270786
429,265,1214388
306,265,1222183
224,265,1206493
65,265,1258233
54,266,1345592
411,268,1201947
359,268,1136986
338,268,1213455
74,268,1206741
378,270,1185855
110,270,1157020
408,271,1222969
1,272,1190569
362,273,1227113
205,273,1255093
54,273,1231972
302,274,1304595
297,275,1222094
456,276,1132380
129,276,1218819
123,276,1095397
94,276,1181975
32,276,1216315
458,277,1319506
293,277,1290826
122,277,1351283
80,277,1315490
495,278,1234101
458,278,1227520
342,278,1213647
225,278,1234795
44,278,1244361
225,279,1200188
212,279,1259402
104,279,1215490
492,280,1190082
358,280,1246173
215,280,1222244
488,281,1260616
267,281,1320484
166,281,1290809
90,281,1239958
324,283,1133326
276,283,1224897
137,283,1192245
84,283,1142473
244,284,1260583
136,284,1197427
36,284,1208933
93,285,1294877
472,286,1237039
453,286,1251432
16,286,1213907
301,287,1224632
277,287,1238650
85,287,1269923
53,287,1246057
492,288,1147483
427,288,1110578
291,288,1147595
250,288,1144212
229,288,1159225
317,289,1179196
127,289,1250627
166,290,1210899
140,290,1218795
121,290,1256840
62,290,1184445
38,291,1120293
410,292,1267792
312,292,1266521
257,292,1222161
163,292,1232948
19,292,1324679
225,293,1190919
447,295,1281691
60,295,1249831
275,296,1247363
274,297,1264853
144,297,1169121
106,297,1221113
69,297,1179759
21,297,1176360
168,298,1184017
112,298,1204019
18,298,1164902
350,299,1228573
115,299,1183729
82,299,1186651
25,299,1191454
469,300,1214025
383,300,1187794
332,300,1241801
321,300,1124469
304,300,1225671
303,302,1232294
207,302,1273923
35,302,1237567
422,303,1273489
292,303,1217986
115,303,1206584
72,303,1164423
26,303,1230513
198,304,1189256
146,304,1227473
45,304,1271278
13,304,1229155
382,305,1288319
281,305,1240973
224,305,1243094
11,305,1239360
490,306,1154037
213,306,1193956
180,306,1255951
149,306,1229760
397,307,1199664
293,307,1195443
279,307,1102714
200,307,1154351
393,308,1238916
9,308,1229469
413,309,1256341
129,309,1328846
375,310,1270086
278,310,1183408
360,311,1128058
109,311,1245896
241,312,1135545
222,312,1183324
168,314,1238501
450,316,1249561
449,316,1319819
375,316,1281438
299,316,1291485
191,317,1148247
26,317,1165305
321,319,1170859
390,320,1218113
250,320,1179890
174,320,1202022
429,321,1210119
316,321,1203034
125,321,1170258
25,321,1221625
0,321,1155819
471,322,1159579
394,322,1172744
182,322,1185461
65,322,1220423
409,323,1187338
408,323,1235195
403,323,1292962
237,327,1301099
250,328,1198086
19,328,1262375
443,329,1164560
379,329,1169340
362,329,1169737
316,329,1217308
310,330,1231618
81,330,1240322
130,331,1179522
7,331,1257750
473,332,1244354
143,332,1326554
3,332,1378656
384,333,1263097
343,333,1240652
328,333,1195555
235,333,1178567
128,333,1198123
490,334,1163329
287,334,1163755
230,334,1182295
119,334,1200753
260,336,1205934
81,336,1215237
49,336,1205534
351,338,1250637
488,340,1238693
270,340,1305439
192,341,1181723
89,341,1171723
456,342,1193278
213,342,1274311
441,343,1186668
99,343,1312411
446,344,1256361
331,344,1193054
185,344,1201059
165,344,1143029
28,344,1190105
290,345,1228310
386,346,1128199
73,346,1186097
216,347,1178075
422,348,1251241
386,348,1109684
297,348,1192018
3,348,1243152
468,349,1249804
429,349,1179314
278,349,1157201
52,349,1167898
40,349,1231572
394,350,1211997
350,351,1313336
146,351,1204513
124,351,1232511
316,352,1190220
104,352,1178904
458,353,1196614
367,353,1176946
307,353,1192130
122,353,1202592
24,354,1246444
339,355,1152087
290,355,1241021
98,355,1178365
172,356,1208350
54,356,1224737
432,357,1180298
421,357,1213898
363,357,1215719
115,357,1189676
53,357,1228206
407,358,1265123
117,358,1166519
429,359,1222366
219,360,1224804
191,360,1218249
358,362,1231779
213,362,1197134
10,362,1201173
428,363,1261636
310,363,1155918
295,363,1224698
258,363,1158899
449,364,1263803
312,364,1223532
77,364,1218962
354,365,1239198
259,365,1225224
202,365,1255214
35,365,1202582
415,366,1175821
217,366,1200923
9,366,1163700
405,367,1198834
173,367,1206243
8,367,1165901
355,368,1203929
276,368,1213555
125,368,1153288
1,368,1124937
0,368,1174847
242,369,1215205
197,369,1192950
155,369,1199033
62,370,1186650
8,370,1186495
112,372,1117186
255,373,1127255
386,374,1180857
139,374,1291194
165,375,1256288
99,375,1354157
403,376,1286605
384,376,1287256
360,376,1202415
239,376,1312184
422,377,1314221
371,377,1270844
99,377,1313822
175,378,1246864
338,379,1164506
302,379,1200184
119,379,1233783
464,380,1300004
372,380,1217466
150,380,1230481
109,380,1301416
462,381,1197697
449,381,1268867
442,381,1198973
391,381,1306603
196,381,1244732
309,382,1341943
146,382,1307101
109,383,1316698
477,384,1278362
419,384,1323058
125,384,1280443
248,385,1228774
27,385,1210865
476,386,1235667
373,387,1163793
190,387,1238656
0,387,1151936
331,388,1176957
225,388,1193247
355,390,1122593
338,390,1158215
313,390,1138296
132,391,1250991
457,392,1230812
379,392,1147488
284,393,1232947
437,395,1271159
289,395,1231402
229,395,1265103
168,395,1272237
486,398,1316101
396,399,1146892
361,399,1254430
325,399,1152398
289,399,1226295
301,400,1269698
122,401,1255326
42,401,1216503
430,402,1207996
282,402,1246565
145,402,1153449
402,403,1252292
369,403,1224634
310,403,1210269
250,403,1193128
428,404,1248871
389,404,1226454
348,404,1249311
275,404,1285562
218,404,1270341
170,404,1218142
164,404,1271294
63,404,1251020
498,405,1300532
453,405,1228463
104,405,1216178
256,406,1309059
192,406,1258951
176,406,1268742
64,406,1229960
473,407,1256613
172,407,1327128
392,408,1179875
163,408,1144338
80,408,1236667
463,409,1176803
256,409,1221225
215,409,1188914
472,410,1197521
136,410,1174661
462,411,1121908
435,411,1158952
323,411,1171012
283,411,1196945
29,411,1111527
311,412,1173030
247,412,1200545
227,412,1153486
385,413,1191519
208,413,1144162
127,413,1213242
250,414,1213183
9,414,1176817
220,415,1288120
135,415,1255529
477,416,1170824
396,416,1138255
343,416,1240058
313,416,1135752
269,416,1210639
206,416,1173291
97,416,1153232
34,416,1210401
460,417,1215623
401,417,1199513
335,417,1210253
457,418,1191790
135,418,1154665
58,418,1245941
495,419,1208026
454,419,1238640
196,419,1168678
17,419,1225349
403,420,1288910
229,420,1219826
489,421,1289844
150,421,1263310
69,421,1276647
68,421,1285867
494,422,1251595
431,422,1224920
356,422,1197163
34,422,1190624
479,423,1225129
157,423,1271277
115,423,1238805
3,423,1249277
396,425,1199631
369,425,1229291
275,425,1247024
53,425,1268396
76,426,1223596
451,427,1143122
358,427,1203440
355,427,1173518
287,427,1145927
86,427,1156832
379,428,1261869
193,428,1254283
59,428,1277700
36,428,1319970
389,429,1200311
274,429,1235971
236,429,1189833
45,429,1241075
254,430,1281761
168,431,1334083
347,432,1241240
165,432,1246850
95,432,1297132
40,432,1301671
393,433,1162293
278,433,1176469
275,433,1252392
198,433,1172929
154,433,1221242
68,433,1163115
473,434,1251469
79,434,1253241
249,435,1233678
111,435,1256337
322,436,1334744
401,437,1143645
360,437,1129528
29,437,1158885
464,438,1366287
378,438,1249191
276,438,1301864
243,438,1328704
352,439,1224445
485,440,1199060
274,440,1285952
263,440,1245515
367,441,1182061
86,441,1235580
339,442,1218342
183,442,1289975
16,442,1243314
56,443,1231706
380,444,1239738
220,444,1237730
414,445,1201245
309,445,1238860
240,445,1225987
109,446,1348986
75,446,1269272
25,446,1276483
126,447,1203946
73,447,1172615
426,448,1125081
106,448,1237991
87,448,1167214
208,449,1217405
241,450,1208978
81,450,1251370
307,451,1284349
229,451,1256097
189,451,1307621
49,451,1194988
458,452,1276578
19,452,1288278
349,453,1300058
266,453,1323919
10,453,1240292
463,454,1223351
394,454,1219249
367,454,1204778
344,454,1244991
118,454,1195449
105,454,1251573
295,455,1234446
282,455,1212096
85,455,1223179
19,455,1227163
472,456,1232506
461,456,1248188
361,456,1258443
299,456,1234632
190,456,1280097
165,456,1179902
108,456,1233175
47,456,1222957
111,457,1236708
358,458,1281975
230,458,1273918
125,458,1241153
432,459,1323701
423,459,1288168
286,459,1314602
363,460,1189661
396,461,1220855
246,461,1349682
239,461,1327652
444,462,1276331
435,462,1245571
344,462,1278825
69,462,1238092
431,463,1258882
190,463,1245265
55,463,1225737
35,463,1197828
438,464,1266496
340,464,1247579
109,464,1219326
263,466,1268784
59,466,1223277
359,467,1187632
382,468,1213350
378,468,1187699
356,468,1206223
271,468,1207813
307,469,1170148
272,472,1169575
15,472,1165981
219,473,1147146
216,473,1133360
118,473,1147016
230,474,1207824
104,474,1209683
261,475,1168801
168,475,1215761
42,475,1191497
275,476,1333147
33,476,1263253
12,476,1315642
470,477,1207206
199,477,1307347
430,478,1192341
403,479,1284359
445,480,1215039
115,480,1259754
106,480,1332545
495,481,1193542
91,481,1205336
44,482,1241577
375,483,1297080
240,483,1257220
98,483,1187695
378,484,1251161
182,484,1203827
325,485,1239692
91,485,1295254
322,486,1334937
89,487,1211937
420,488,1213839
292,488,1202588
423,489,1207933
78,489,1240744
77,490,1213035
12,490,1312499
215,491,1212202
400,492,1328740
203,492,1281541
101,492,1258014
472,493,1147654
82,493,1160202
476,494,1278093
222,494,1235578
165,494,1179400
466,496,1247789
135,496,1182676
32,499,1288849
246,0,1287995
149,0,1237401
153,1,1187026
491,2,1255089
486,2,1270751
387,3,1143242
285,3,1163863
467,4,1235193
443,4,1190067
299,4,1260193
277,4,1278785
407,5,1273538
334,6,1228979
95,7,1295697
36,7,1270228
419,8,1248426
376,8,1162658
354,8,1234070
120,8,1105045
37,10,1244667
418,11,1241729
363,11,1215556
284,11,1235842
222,11,1182109
23,11,1158355
341,12,1333330
309,12,1346634
212,12,1319650
161,12,1316071
151,12,1304812
98,12,1210742
1,12,1250293
208,13,1213160
480,14,1157623
349,14,1226807
326,16,1197408
334,17,1210710
291,18,1202713
117,19,1167448
30,19,1263908
436,20,1140530
312,20,1176293
163,20,1131064
462,21,1251606
314,21,1269275
242,21,1340645
324,22,1120935
228,22,1196870
227,22,1132925
257,23,1211631
46,23,1301048
128,24,1241569
68,24,1280441
432,25,1205459
404,25,1187834
347,25,1202733
333,25,1229093
330,25,1217509
258,25,1184185
119,25,1261216
62,25,1171124
381,27,1140887
490,28,1134595
423,28,1170941
166,28,1219390
63,30,1263908
33,30,1261035
24,30,1288149
19,30,1312569
368,31,1232494
324,32,1163373
242,33,1163114
132,33,1189632
288,34,1216474
105,34,1253856
100,34,1313034
63,34,1231508
38,34,1277456
364,35,1168625
229,35,1230021
477,37,1294523
132,37,1234546
497,38,1182605
475,38,1139354
268,38,1267188
351,39,1225766
161,39,1235428
156,39,1212189
469,40,1290582
427,40,1231818
345,40,1314205
1,40,1251654
183,41,1199197
82,41,1181928
374,42,1172504
205,42,1231553
302,43,1239315
182,43,1148780
180,44,1344195
101,44,1297897
458,46,1333495
413,46,1236493
228,46,1274271
11,46,1275127
384,47,1209833
379,47,1116290
156,47,1205074
452,48,1186187
324,48,1131329
11,48,1177829
491,49,1220157
419,50,1310609
426,51,1148504
417,51,1282249
289,51,1254629
65,51,1259281
481,52,1229696
395,52,1235955
390,52,1244181
185,52,1208477
352,53,1204641
393,55,1218966
165,55,1200385
479,56,1219547
451,56,1197382
373,56,1163103
186,56,1192887
128,56,1210722
112,56,1224774
458,57,1280265
425,57,1289309
21,57,1272498
385,58,1272271
192,59,1205235
50,60,1216626
157,61,1257783
123,61,1156497
407,62,1237622
75,62,1212884
386,63,1179245
210,63,1289678
44,64,1267998
154,65,1246863
192,66,1199602
34,67,1211037
390,71,1190260
134,85,1225354
6,89,1292241
390,154,1249272
134,163,1142568
499,249,1099115
499,261,1093831
499,321,1113775
499,458,1191664
199,19,1196060
327,21,1298200
325,50,1196512
366,52,1204160
78,54,1218472
278,58,1247278
452,64,1269420
327,64,1280218
135,66,1209055
276,67,1289277
171,67,1209155
166,67,1220146
16,67,1201643
423,68,1262745
76,68,1324886
266,69,1258621
202,69,1240224
307,70,1304313
290,70,1323866
128,70,1265811
78,70,1329517
343,71,1213215
336,71,1215732
38,71,1187805
208,72,1190690
151,72,1183670
420,74,1290584
412,74,1277844
271,75,1277894
123,75,1161562
455,76,1199570
386,76,1124454
198,76,1119717
195,76,1195821
451,77,1200734
355,78,1212780
449,79,1262829
433,79,1219016
191,79,1202402
102,79,1221375
310,80,1249664
198,80,1183971
203,81,1242199
93,81,1280038
27,81,1218780
483,82,1204090
338,83,1150024
254,83,1228853
219,83,1177918
180,83,1274040
175,83,1261208
98,83,1166682
381,84,1235391
337,84,1265832
196,84,1230320
53,84,1228340
280,85,1314646
226,85,1280250
295,86,1179264
294,86,1202899
89,86,1155257
363,87,1236220
300,87,1228437
274,87,1264477
252,87,1174954
190,87,1281340
480,88,1237783
364,88,1161237
263,88,1241401
221,88,1204730
68,88,1184899
489,89,1266382
419,89,1313648
490,90,1161956
376,90,1220924
295,90,1216953
203,90,1256501
96,90,1192866
331,91,1170046
138,91,1234328
274,92,1301927
348,93,1198458
214,93,1130808
201,93,1159379
129,93,1272415
389,94,1240182
482,95,1217574
400,95,1266378
13,95,1218792
59,96,1200870
475,97,1206470
361,97,1293644
444,98,1176670
192,98,1159618
54,98,1205174
15,98,1117584
471,99,1195979
349,99,1235785
292,99,1264871
